Age,Job,Marital,Education,Default,Annual Balance,Loan (Housing loan / Personal loan),Last Contact Duration,# Contacts Currently,# Contacts Previously,Days Since Last Contacted,Outcomes for Previous Marketing Campaign,Predicted Subscription for Current Campaign
54,unemployed,married,secondary,no,582,H-,693,5,2,372,failure,yes
29,student,single,tertiary,no,80,H-,15,5,1,361,failure,no
34,management,married,secondary,no,-285,H-,192,1,3,276,failure,no
28,student,single,secondary,no,217,H-,238,2,1,372,failure,no
39,admin.,married,secondary,no,-650,--,123,2,1,364,failure,no
52,blue-collar,married,primary,no,134,H-,81,2,3,295,failure,no
37,services,single,secondary,no,1175,H-,102,1,2,333,failure,no
29,blue-collar,married,secondary,no,339,H-,63,3,2,354,failure,no
41,self-employed,married,tertiary,no,6000,H-,217,6,1,178,failure,no
32,blue-collar,married,primary,no,2198,--,463,1,4,175,failure,no
30,technician,married,primary,no,95,H-,220,2,1,298,failure,no
39,technician,single,secondary,no,12,H-,500,2,2,352,failure,no
41,admin.,single,secondary,no,2002,H-,172,2,1,350,failure,no
58,blue-collar,married,primary,no,5431,HP,327,3,1,374,failure,no
41,admin.,divorced,secondary,no,2550,H-,894,2,2,347,failure,no
31,admin.,married,secondary,no,728,HP,152,1,4,352,failure,no
28,admin.,single,secondary,no,-215,H-,188,1,3,360,failure,no
50,admin.,single,primary,no,181,H-,119,4,3,372,failure,no
33,blue-collar,married,secondary,no,1,H-,67,4,3,178,failure,no
41,services,married,secondary,no,2399,H-,303,2,2,351,failure,no
39,blue-collar,married,primary,no,315,H-,259,3,3,353,failure,no
25,admin.,single,secondary,no,507,H-,832,1,3,367,failure,yes
23,blue-collar,single,primary,no,8627,H-,169,1,1,346,failure,no
21,admin.,single,secondary,no,66,H-,31,1,2,330,failure,no
28,technician,single,tertiary,no,372,HP,201,3,2,294,success,no
44,blue-collar,married,primary,no,-101,H-,679,1,4,366,failure,yes
27,blue-collar,single,secondary,no,940,H-,141,1,3,343,failure,no
41,blue-collar,divorced,secondary,no,2540,H-,82,2,1,366,failure,no
48,blue-collar,married,secondary,no,480,H-,830,1,2,352,failure,yes
40,admin.,married,secondary,no,2574,H-,432,1,1,176,failure,yes
26,blue-collar,single,primary,no,17,H-,86,2,2,367,failure,no
29,technician,single,tertiary,no,940,H-,757,1,1,330,failure,no
25,student,single,secondary,no,1919,H-,264,1,4,351,failure,no
31,admin.,single,secondary,no,-1,H-,99,1,1,352,failure,no
30,blue-collar,married,secondary,no,3,--,42,2,1,297,failure,no
49,blue-collar,married,secondary,no,1230,HP,167,2,3,373,failure,no
31,management,married,tertiary,no,527,HP,98,2,1,359,failure,no
29,blue-collar,married,secondary,no,-114,H-,132,2,2,359,failure,no
56,retired,divorced,tertiary,no,-458,H-,406,4,3,296,failure,no
34,blue-collar,divorced,primary,no,390,H-,372,2,2,371,success,no
34,management,single,tertiary,no,2360,H-,137,2,1,176,failure,no
45,unemployed,married,secondary,no,-407,H-,320,3,2,371,failure,no
59,self-employed,married,primary,no,671,H-,57,2,3,332,failure,no
52,blue-collar,divorced,primary,no,29,H-,223,2,1,298,failure,no
29,student,single,secondary,no,949,H-,109,2,1,352,success,no
57,technician,married,secondary,no,225,H-,22,7,12,337,failure,no
36,admin.,single,secondary,no,148,H-,1357,4,2,374,failure,yes
30,admin.,married,primary,no,624,H-,212,2,1,368,failure,no
30,technician,single,secondary,no,1395,H-,199,2,1,354,failure,no
55,services,married,secondary,no,841,H-,140,9,4,372,failure,no
33,management,married,tertiary,no,2044,H-,102,3,1,177,failure,no
33,admin.,married,secondary,no,1293,H-,245,9,2,373,failure,no
44,blue-collar,divorced,primary,no,-97,HP,197,3,4,288,failure,no
40,management,married,tertiary,no,-1212,H-,1259,2,18,333,failure,no
45,services,married,secondary,no,-1621,HP,8,2,5,346,failure,no
44,services,single,secondary,no,532,H-,550,2,2,340,failure,no
41,admin.,single,secondary,no,90,H-,77,2,4,347,failure,no
30,technician,married,secondary,no,-910,H-,124,2,1,298,failure,no
39,technician,single,tertiary,no,1674,--,12,10,1,178,failure,no
54,admin.,divorced,secondary,no,-394,H-,895,5,2,365,failure,no
56,technician,single,secondary,no,751,H-,43,8,5,177,failure,no
28,services,single,secondary,no,118,HP,376,3,1,368,failure,no
60,blue-collar,married,primary,no,14,HP,781,4,3,178,failure,no
30,admin.,divorced,secondary,no,891,--,340,2,1,368,failure,no
31,blue-collar,married,secondary,no,1803,H-,350,8,1,360,failure,no
28,blue-collar,single,secondary,no,-208,H-,136,3,2,359,failure,no
24,admin.,single,secondary,no,290,H-,80,3,4,368,failure,no
35,blue-collar,divorced,secondary,no,1780,H-,306,3,9,347,failure,no
45,blue-collar,single,primary,no,116,H-,16,5,1,365,failure,no
32,admin.,married,secondary,no,337,--,51,3,1,368,failure,no
29,entrepreneur,married,secondary,no,422,H-,69,3,2,361,failure,no
33,management,married,secondary,no,1423,H-,333,2,3,364,failure,no
25,retired,single,secondary,no,366,-P,102,2,2,364,failure,no
32,management,single,tertiary,no,6248,H-,64,3,2,371,failure,no
41,management,married,tertiary,no,30,H-,101,4,6,291,failure,no
45,admin.,married,secondary,no,72,HP,262,2,2,352,failure,no
33,admin.,single,secondary,no,5,H-,934,2,2,368,failure,yes
39,management,single,tertiary,no,11971,H-,75,10,5,179,failure,no
35,self-employed,married,secondary,no,-56,H-,162,2,3,361,failure,no
34,admin.,single,secondary,no,3160,--,22,8,13,331,failure,no
44,blue-collar,single,primary,no,-234,HP,71,3,1,347,failure,no
34,admin.,married,secondary,no,-297,H-,92,4,3,353,failure,no
32,blue-collar,married,secondary,no,9714,H-,1237,2,2,361,failure,no
37,blue-collar,married,primary,no,2120,H-,655,3,4,175,failure,yes
46,services,married,secondary,no,-119,H-,138,2,3,297,failure,no
36,admin.,married,secondary,no,2278,H-,200,3,1,298,failure,no
41,services,divorced,secondary,no,5745,HP,69,3,1,357,failure,no
45,services,single,secondary,no,1378,H-,25,5,2,372,failure,no
37,blue-collar,divorced,secondary,no,625,H-,68,4,2,359,failure,no
29,admin.,married,secondary,no,252,H-,1223,3,1,371,failure,no
38,management,married,secondary,no,341,--,136,3,2,346,failure,no
40,admin.,divorced,secondary,no,952,H-,126,2,1,333,failure,no
43,blue-collar,married,primary,no,-67,H-,137,7,1,371,failure,no
27,admin.,married,secondary,no,1417,H-,143,2,3,343,failure,no
29,technician,single,secondary,no,-219,H-,85,3,2,368,failure,no
51,management,single,tertiary,no,297,H-,415,4,1,375,failure,yes
50,self-employed,married,secondary,no,358,HP,315,3,3,367,failure,no
39,technician,single,secondary,no,-529,H-,22,8,5,175,failure,no
42,blue-collar,married,primary,no,686,H-,1326,6,3,175,failure,no
28,blue-collar,single,primary,no,1518,H-,204,3,3,359,failure,no
44,management,single,secondary,no,3684,H-,31,5,3,179,failure,no
27,admin.,single,tertiary,no,3672,H-,157,2,5,351,failure,no
43,blue-collar,married,primary,no,46,H-,38,7,6,332,failure,no
33,technician,single,secondary,no,930,H-,163,5,1,359,failure,no
33,admin.,single,primary,no,-258,H-,158,2,2,352,failure,no
33,blue-collar,married,secondary,no,-63,H-,126,2,1,350,failure,no
42,technician,married,tertiary,no,-378,HP,11,7,2,330,failure,no
35,blue-collar,married,secondary,no,205,HP,1313,7,1,312,failure,yes
32,management,single,tertiary,no,6542,H-,1598,4,5,175,failure,yes
24,blue-collar,single,secondary,no,1690,HP,543,3,3,350,failure,no
32,management,married,tertiary,no,91,--,126,2,2,356,failure,no
54,blue-collar,married,secondary,no,1777,H-,13,5,6,178,success,no
38,management,divorced,tertiary,no,4335,H-,157,7,1,179,failure,no
40,blue-collar,single,primary,no,-21,--,68,2,3,368,failure,no
34,blue-collar,single,tertiary,no,-303,H-,17,5,2,355,failure,no
57,blue-collar,married,secondary,no,1521,HP,102,2,5,178,failure,no
25,services,single,secondary,no,-141,H-,113,2,2,348,failure,no
29,blue-collar,married,secondary,no,-493,H-,536,2,4,334,failure,yes
49,blue-collar,married,primary,no,490,H-,19,5,2,364,failure,no
30,blue-collar,married,secondary,no,-28,H-,284,2,1,371,failure,no
33,blue-collar,married,secondary,no,523,H-,18,5,5,360,failure,no
28,blue-collar,single,secondary,no,2486,H-,26,5,1,354,success,no
30,management,married,tertiary,no,1022,H-,97,2,1,298,failure,no
38,technician,divorced,secondary,no,1559,H-,22,6,10,179,failure,no
35,blue-collar,married,secondary,no,305,H-,7,7,25,367,failure,no
30,services,single,secondary,no,0,H-,131,6,9,363,failure,no
31,technician,single,secondary,no,1447,H-,236,3,15,178,failure,no
40,admin.,single,secondary,no,2040,H-,906,2,2,350,failure,yes
36,admin.,single,secondary,no,507,H-,264,1,2,300,success,no
54,blue-collar,divorced,primary,no,215,H-,34,7,5,348,failure,no
29,blue-collar,married,secondary,no,-95,H-,164,1,1,370,failure,no
36,entrepreneur,single,tertiary,no,145,H-,450,2,2,304,success,no
31,admin.,single,secondary,no,-449,H-,197,1,2,355,failure,no
28,services,single,secondary,no,1636,H-,97,1,2,355,failure,no
32,management,married,tertiary,no,477,H-,87,6,5,178,failure,no
34,blue-collar,married,primary,no,3868,H-,134,1,1,350,failure,no
32,blue-collar,single,secondary,no,33,H-,125,1,4,368,failure,no
32,management,single,tertiary,no,347,H-,213,1,6,264,failure,no
32,services,single,secondary,no,545,H-,192,1,1,180,failure,no
33,management,single,tertiary,no,2667,H-,57,1,3,180,failure,no
43,blue-collar,married,primary,no,714,H-,16,6,28,362,failure,no
32,technician,single,secondary,no,230,H-,442,1,8,266,failure,yes
32,self-employed,married,secondary,no,-33,H-,158,1,3,355,failure,no
25,admin.,single,secondary,no,845,H-,217,1,1,370,failure,no
30,admin.,single,secondary,no,1450,H-,298,1,1,355,failure,no
27,services,married,secondary,no,54,H-,97,1,1,370,failure,no
36,entrepreneur,married,secondary,no,1163,H-,420,7,1,363,failure,no
41,services,married,primary,no,4903,H-,155,1,2,180,failure,no
33,entrepreneur,married,tertiary,no,964,H-,97,1,3,180,failure,no
33,blue-collar,married,secondary,no,4996,H-,15,9,2,363,failure,no
35,blue-collar,married,primary,no,2490,H-,170,1,3,180,failure,no
27,blue-collar,single,primary,no,-579,H-,220,1,3,367,failure,no
31,management,single,tertiary,no,62,H-,175,1,5,293,failure,no
32,admin.,single,secondary,no,396,H-,88,1,1,364,failure,no
53,services,single,secondary,no,1162,H-,185,1,1,178,failure,no
43,entrepreneur,married,secondary,no,-480,HP,1126,1,6,350,failure,no
42,blue-collar,single,unknown,no,961,H-,10,6,1,354,failure,no
40,entrepreneur,married,secondary,no,285,--,261,1,1,178,failure,no
42,blue-collar,married,secondary,no,429,H-,110,1,1,370,failure,no
27,management,single,secondary,no,565,H-,170,2,11,346,failure,no
37,blue-collar,married,secondary,no,-100,H-,108,2,2,349,failure,no
29,admin.,single,secondary,no,305,H-,18,4,1,304,failure,no
31,blue-collar,single,secondary,no,239,H-,666,1,1,360,success,yes
41,admin.,divorced,secondary,no,1967,H-,115,1,1,341,failure,no
27,technician,married,secondary,no,876,H-,268,1,1,355,failure,no
36,management,single,tertiary,no,1496,H-,40,1,4,269,failure,no
26,blue-collar,single,secondary,no,330,H-,156,1,1,348,failure,no
30,services,single,secondary,no,438,H-,98,1,1,178,failure,no
23,services,single,secondary,no,279,H-,843,1,1,370,failure,yes
32,services,married,secondary,no,-489,HP,93,1,3,180,failure,no
35,technician,married,secondary,no,1092,--,132,1,1,360,failure,no
33,services,single,secondary,no,1659,H-,133,2,6,353,failure,no
27,technician,married,tertiary,no,8,HP,398,1,2,370,failure,no
31,admin.,single,secondary,no,1374,H-,290,2,1,370,failure,no
29,admin.,single,secondary,no,460,H-,191,2,6,357,success,no
29,admin.,married,secondary,no,22171,H-,44,1,3,355,failure,no
48,admin.,divorced,secondary,no,-480,--,380,2,1,355,failure,no
33,admin.,married,secondary,no,48,H-,164,5,3,294,failure,no
33,management,divorced,tertiary,no,47,--,47,3,3,178,failure,no
58,blue-collar,married,secondary,no,1859,H-,277,2,5,264,failure,no
33,technician,single,tertiary,no,8047,H-,202,1,13,263,failure,no
32,admin.,married,secondary,no,97,H-,165,2,1,364,success,no
30,management,married,tertiary,no,168,H-,229,2,1,355,failure,no
23,technician,single,secondary,no,356,H-,224,2,2,356,failure,no
45,admin.,divorced,secondary,no,2353,H-,435,7,3,74,success,no
38,services,divorced,secondary,no,49,H-,43,1,2,367,success,no
37,blue-collar,divorced,primary,no,117,H-,125,3,4,350,failure,no
55,retired,divorced,tertiary,no,0,--,616,1,1,370,success,yes
32,admin.,single,secondary,no,92,H-,110,1,2,315,failure,no
32,admin.,single,secondary,no,3950,H-,232,1,1,178,success,no
34,blue-collar,single,unknown,no,-90,H-,20,1,1,370,failure,no
47,blue-collar,married,primary,no,2269,H-,132,1,2,279,failure,no
36,housemaid,single,secondary,no,1015,H-,1008,1,2,347,success,yes
32,admin.,married,secondary,no,3540,H-,213,1,1,178,failure,no
27,blue-collar,single,primary,no,409,H-,276,4,2,301,success,no
29,technician,single,secondary,no,468,H-,37,1,3,370,failure,no
29,services,single,secondary,no,40,H-,105,1,2,355,failure,no
30,blue-collar,single,unknown,no,694,HP,599,1,4,306,success,no
45,technician,divorced,secondary,no,-357,HP,618,1,2,355,failure,yes
27,technician,divorced,secondary,no,21,H-,336,1,1,356,failure,no
53,blue-collar,married,primary,no,273,H-,248,1,2,279,failure,no
21,student,single,tertiary,no,2764,H-,78,2,2,354,failure,no
47,technician,married,secondary,no,536,H-,778,2,2,336,success,no
39,services,single,primary,no,471,H-,61,4,1,362,failure,no
26,blue-collar,single,secondary,no,154,H-,1010,2,2,356,failure,no
34,entrepreneur,single,tertiary,no,1068,H-,46,6,2,378,failure,no
34,admin.,single,tertiary,no,4254,H-,104,3,1,178,success,no
44,admin.,divorced,secondary,no,777,H-,517,3,2,350,failure,no
34,blue-collar,married,primary,no,392,H-,180,3,1,360,failure,no
32,blue-collar,married,primary,no,-454,HP,801,5,2,355,failure,yes
44,admin.,married,secondary,no,429,HP,35,3,32,349,failure,no
28,management,single,secondary,no,1609,H-,98,2,3,315,failure,no
44,technician,single,secondary,no,59,H-,9,4,19,341,failure,no
27,admin.,single,primary,no,528,HP,267,2,2,311,failure,no
35,blue-collar,divorced,secondary,no,164,H-,11,5,13,364,failure,no
38,admin.,single,secondary,no,1560,H-,9,2,3,178,failure,no
30,services,divorced,secondary,no,1336,H-,13,3,5,355,failure,no
54,retired,divorced,secondary,no,451,-P,42,4,5,280,failure,no
28,technician,single,secondary,no,3,--,40,8,6,349,failure,no
36,technician,single,secondary,no,23,H-,69,2,2,333,failure,no
30,technician,single,secondary,no,778,H-,22,2,2,346,failure,no
35,management,single,tertiary,no,-292,H-,166,2,6,272,failure,no
29,entrepreneur,single,tertiary,no,219,H-,76,2,1,356,failure,no
33,blue-collar,married,secondary,no,139,HP,732,2,5,291,failure,yes
31,technician,single,tertiary,no,-241,H-,333,2,1,355,failure,no
33,technician,single,secondary,no,1279,H-,239,2,3,349,success,no
29,blue-collar,divorced,unknown,no,101,H-,295,2,4,355,failure,no
29,management,married,tertiary,no,318,H-,1434,2,4,356,failure,no
37,admin.,single,secondary,no,16,--,488,5,2,336,failure,no
34,blue-collar,married,secondary,no,355,H-,189,3,3,348,failure,no
34,management,married,tertiary,no,1657,H-,566,2,4,356,failure,no
35,admin.,single,secondary,no,181,H-,217,4,1,301,failure,no
29,blue-collar,married,secondary,no,1958,H-,112,4,1,349,failure,no
34,admin.,married,secondary,no,393,H-,222,4,1,355,failure,no
59,retired,divorced,primary,no,47,H-,110,3,1,374,failure,no
26,blue-collar,single,secondary,no,-350,H-,80,3,3,329,failure,no
43,self-employed,married,secondary,no,487,H-,54,2,4,279,failure,no
38,blue-collar,married,primary,no,5643,H-,106,2,1,362,failure,no
45,admin.,married,secondary,no,14,-P,8,9,5,353,failure,no
36,blue-collar,single,primary,no,90,H-,50,2,1,360,failure,no
48,blue-collar,married,secondary,no,5306,H-,66,2,1,368,failure,no
47,blue-collar,single,secondary,no,57,H-,72,3,4,369,failure,no
29,admin.,single,secondary,no,596,H-,172,2,6,346,failure,no
34,blue-collar,married,secondary,no,463,H-,11,11,4,360,failure,no
26,blue-collar,married,primary,no,172,H-,410,3,3,354,failure,no
34,technician,married,secondary,no,118,H-,53,4,2,262,failure,no
39,technician,married,secondary,no,6,H-,122,3,4,357,failure,no
31,entrepreneur,married,primary,no,-98,H-,9,3,7,362,failure,no
31,unemployed,single,secondary,no,500,H-,184,2,2,350,failure,no
27,technician,single,secondary,no,1842,HP,687,2,1,300,failure,no
40,blue-collar,married,primary,no,592,H-,80,3,2,350,failure,no
47,admin.,married,secondary,no,-121,HP,167,4,4,314,failure,no
49,admin.,single,secondary,no,1150,H-,126,2,1,355,failure,no
40,management,married,tertiary,no,198,H-,214,5,8,364,failure,no
46,services,married,primary,no,116,H-,267,4,3,341,failure,no
38,technician,single,secondary,no,-242,H-,1173,3,6,278,success,yes
29,blue-collar,married,primary,no,79,H-,27,4,2,356,failure,no
35,services,single,secondary,no,719,H-,1359,3,3,368,failure,yes
38,technician,married,secondary,no,976,H-,32,8,3,308,success,no
29,unemployed,single,tertiary,no,497,H-,642,3,6,298,success,yes
46,management,single,tertiary,no,6651,--,114,1,1,60,failure,no
42,blue-collar,married,secondary,no,366,H-,324,1,1,106,failure,yes
45,admin.,divorced,secondary,no,397,HP,582,1,2,95,success,yes
32,technician,single,tertiary,no,1625,--,796,1,1,109,failure,yes
33,management,married,tertiary,no,81,H-,104,1,1,186,failure,no
30,management,married,tertiary,no,877,--,122,2,3,108,failure,no
39,technician,married,secondary,no,2266,--,86,1,4,93,success,no
43,unemployed,single,unknown,no,3274,H-,680,1,1,95,failure,no
37,admin.,married,secondary,no,1314,H-,74,1,9,14,failure,no
49,unemployed,married,tertiary,no,377,--,158,1,2,59,failure,no
37,services,married,secondary,no,1543,H-,298,1,6,10,failure,yes
28,student,single,secondary,no,5916,--,259,1,5,63,failure,no
39,management,single,tertiary,no,0,H-,271,1,3,93,success,yes
58,retired,divorced,primary,no,720,--,250,1,4,94,success,no
43,services,married,secondary,no,2145,--,271,1,3,183,failure,yes
39,management,married,tertiary,no,622,--,181,2,1,184,failure,no
54,management,married,tertiary,no,511,--,264,2,3,94,failure,no
26,student,single,secondary,no,620,--,223,1,1,94,success,yes
44,technician,married,secondary,no,2981,HP,106,1,2,101,failure,no
43,management,divorced,unknown,no,7702,--,460,1,2,95,success,yes
27,student,single,tertiary,no,3733,H-,198,1,6,98,success,yes
46,services,married,secondary,no,1381,H-,115,3,1,379,failure,no
42,management,married,primary,no,5310,H-,545,2,1,186,success,yes
28,technician,single,secondary,no,1532,--,253,1,5,107,failure,no
31,admin.,single,secondary,no,554,H-,97,3,2,103,failure,no
43,admin.,single,secondary,no,733,H-,282,1,3,187,success,yes
54,blue-collar,married,primary,no,258,--,86,1,1,88,failure,no
33,technician,single,secondary,no,2583,--,241,1,1,108,failure,no
60,retired,divorced,tertiary,no,439,-P,464,1,1,321,failure,yes
26,student,single,tertiary,no,5169,H-,397,1,2,35,failure,yes
36,management,single,tertiary,no,1379,--,189,1,1,186,failure,yes
28,technician,single,tertiary,no,0,H-,269,1,2,40,failure,yes
56,retired,married,tertiary,no,281,--,185,1,2,83,success,no
30,technician,single,secondary,no,156,H-,157,4,5,363,failure,no
24,blue-collar,single,secondary,no,167,-P,288,1,2,96,success,yes
38,management,married,tertiary,no,93,H-,74,1,4,272,failure,no
30,admin.,married,secondary,no,1165,--,205,1,2,35,failure,no
31,admin.,single,secondary,no,8626,--,159,1,1,111,failure,no
37,management,married,tertiary,no,900,H-,116,1,3,18,failure,no
39,management,married,tertiary,no,246,H-,217,1,8,306,failure,no
38,admin.,married,secondary,no,755,H-,531,1,1,97,success,no
33,management,married,secondary,no,369,--,115,2,1,103,success,no
36,technician,married,tertiary,no,911,HP,117,2,3,21,failure,yes
31,technician,single,secondary,no,863,H-,166,3,6,111,failure,no
29,admin.,married,tertiary,no,238,--,344,2,1,88,failure,yes
54,unemployed,married,secondary,no,1561,--,352,3,2,186,failure,yes
32,technician,single,tertiary,no,705,H-,414,2,4,35,failure,yes
27,technician,single,tertiary,no,11862,--,281,5,1,101,success,no
33,technician,single,tertiary,no,109,HP,601,2,7,10,failure,yes
40,blue-collar,married,primary,no,-310,HP,133,2,5,363,failure,no
48,management,single,tertiary,no,5689,--,527,2,1,103,success,no
32,management,married,tertiary,no,937,--,61,1,1,190,failure,no
24,self-employed,single,unknown,no,1179,--,78,1,1,105,failure,no
40,management,married,secondary,no,363,HP,135,1,2,104,failure,no
24,student,single,secondary,no,23878,--,133,1,1,97,success,yes
35,blue-collar,single,secondary,no,142,H-,293,2,3,19,failure,no
42,technician,married,secondary,no,1066,--,125,1,3,104,success,no
32,technician,single,tertiary,no,2340,--,94,1,2,97,success,no
30,technician,single,tertiary,no,411,--,111,1,1,35,failure,no
36,management,married,tertiary,no,753,--,71,5,4,40,failure,no
31,management,single,tertiary,no,816,H-,302,1,1,40,failure,no
51,entrepreneur,married,primary,no,1443,--,574,1,10,97,success,no
33,management,married,tertiary,no,1778,--,134,1,1,103,success,no
35,technician,married,tertiary,no,8029,H-,167,1,4,285,success,no
58,retired,married,secondary,no,2714,--,165,1,2,287,failure,yes
60,retired,divorced,tertiary,no,4,H-,400,3,2,358,failure,no
35,technician,single,secondary,no,1693,H-,58,1,1,105,success,no
26,admin.,single,tertiary,no,2170,H-,81,1,1,29,failure,no
43,management,married,tertiary,no,228,H-,55,1,1,113,failure,no
24,student,married,unknown,no,146,--,147,1,1,40,failure,no
36,technician,married,secondary,no,15485,--,83,1,1,42,success,no
31,technician,married,secondary,no,180,--,222,1,2,70,success,no
52,technician,married,secondary,no,195,H-,145,1,2,98,failure,no
43,management,divorced,tertiary,no,36,--,118,1,2,102,failure,no
28,self-employed,single,tertiary,no,805,--,69,1,1,99,success,no
59,management,married,tertiary,no,1831,--,245,2,2,98,failure,no
57,self-employed,married,tertiary,no,350,--,132,6,3,112,failure,no
34,housemaid,married,tertiary,no,0,--,141,1,1,188,failure,no
32,technician,married,tertiary,no,4089,--,114,7,3,287,failure,no
29,services,married,secondary,no,1135,H-,407,2,1,98,success,no
36,admin.,single,tertiary,no,635,--,80,1,1,102,failure,no
36,technician,single,secondary,no,144,--,87,1,2,308,failure,no
28,technician,single,secondary,no,6551,--,362,1,1,77,failure,no
60,retired,married,tertiary,no,3461,--,94,2,2,112,failure,no
60,management,married,tertiary,no,1574,--,189,2,1,349,failure,no
32,management,single,tertiary,no,312,--,208,2,2,98,success,yes
29,management,single,tertiary,no,15459,--,245,3,7,97,success,no
47,admin.,divorced,secondary,no,2232,--,439,1,1,103,success,yes
37,admin.,married,secondary,no,1967,--,242,1,1,212,success,yes
51,housemaid,married,unknown,no,2337,H-,133,2,5,41,success,no
26,admin.,single,secondary,no,2509,--,776,3,3,97,success,yes
30,admin.,single,secondary,no,1027,H-,136,2,1,114,success,no
60,housemaid,divorced,secondary,no,2063,--,95,1,2,99,failure,no
32,blue-collar,married,secondary,no,10287,H-,281,4,1,188,failure,yes
30,management,single,tertiary,no,5359,--,119,1,1,98,success,yes
43,management,married,tertiary,no,1336,HP,82,2,1,309,failure,no
38,technician,single,secondary,no,2442,--,161,1,3,100,success,no
21,blue-collar,single,secondary,no,2265,--,156,4,2,99,success,no
25,admin.,single,tertiary,no,760,H-,223,3,2,89,failure,yes
55,admin.,divorced,secondary,no,1872,--,76,3,5,103,success,no
28,management,married,tertiary,no,1109,H-,89,4,5,310,failure,no
30,self-employed,single,tertiary,no,48,--,144,2,1,187,failure,no
52,technician,married,secondary,no,196,HP,99,2,1,99,success,no
43,admin.,married,secondary,no,132,--,187,2,1,71,success,yes
26,management,single,tertiary,no,2506,--,210,2,1,100,success,no
58,retired,married,secondary,no,3382,-P,294,2,2,309,failure,no
36,admin.,married,secondary,no,953,H-,77,1,1,100,failure,no
25,technician,single,secondary,no,7103,H-,188,3,1,10,failure,yes
55,admin.,married,secondary,no,602,--,324,3,2,90,success,yes
26,management,single,tertiary,no,1274,H-,190,1,1,84,failure,no
49,management,married,tertiary,no,1808,H-,205,1,1,95,success,yes
41,technician,divorced,tertiary,no,2611,H-,129,1,2,314,failure,no
60,technician,married,secondary,no,1740,--,814,1,2,80,success,no
46,management,divorced,tertiary,no,4629,--,67,1,1,41,failure,no
45,admin.,married,tertiary,no,2552,--,69,1,7,293,failure,yes
25,student,single,secondary,no,1116,H-,119,1,5,20,failure,no
58,management,married,tertiary,no,2764,--,459,1,1,196,failure,no
42,entrepreneur,married,secondary,no,707,--,233,1,1,348,success,no
47,technician,married,secondary,no,293,--,251,1,1,90,success,yes
55,technician,married,secondary,no,0,HP,106,1,1,91,success,no
52,technician,married,secondary,no,0,H-,144,1,1,83,failure,no
37,management,married,tertiary,no,1352,--,93,1,1,347,success,no
60,management,married,tertiary,no,261,HP,128,1,1,192,failure,no
57,retired,married,tertiary,no,1292,--,151,1,1,69,failure,no
35,management,single,tertiary,no,671,H-,128,1,1,83,success,no
49,management,single,tertiary,no,493,--,161,1,1,39,failure,no
54,services,divorced,secondary,no,0,--,174,1,2,81,success,yes
53,admin.,married,secondary,no,2851,-P,89,1,1,119,failure,no
42,management,divorced,tertiary,no,0,--,450,1,1,196,failure,no
36,technician,married,tertiary,no,202,--,206,1,1,192,failure,no
47,management,married,tertiary,no,2351,--,163,2,1,84,success,yes
29,management,single,tertiary,no,92,--,101,1,5,92,success,no
32,admin.,single,secondary,no,6981,H-,154,1,3,194,failure,no
36,management,single,tertiary,no,688,--,126,1,1,120,failure,no
53,management,married,unknown,no,2240,H-,282,2,1,385,success,yes
48,blue-collar,married,secondary,no,238,HP,118,2,1,81,success,no
26,admin.,single,tertiary,no,313,-P,199,1,2,96,success,yes
45,management,married,tertiary,no,1788,--,177,2,2,301,failure,no
40,services,married,secondary,no,0,H-,297,1,3,28,failure,no
47,management,married,tertiary,no,1147,--,654,1,1,95,failure,yes
41,management,married,secondary,no,280,H-,88,1,2,95,success,no
38,admin.,married,tertiary,no,1988,--,103,1,4,67,success,yes
49,technician,divorced,tertiary,no,1807,H-,225,1,1,82,success,no
39,admin.,single,secondary,no,782,H-,162,2,15,28,failure,no
56,services,divorced,secondary,no,935,--,136,1,3,96,failure,no
42,services,married,secondary,no,1376,H-,271,2,4,92,success,yes
45,management,married,tertiary,no,273,H-,163,1,2,95,failure,no
49,technician,married,tertiary,no,523,H-,712,1,3,60,failure,yes
27,technician,single,tertiary,no,15161,--,74,1,1,120,success,yes
38,technician,married,secondary,no,5115,H-,318,1,7,95,success,yes
49,services,married,secondary,no,7019,H-,263,1,3,368,failure,yes
26,admin.,single,secondary,no,96,--,696,1,2,27,failure,no
32,management,married,secondary,no,625,H-,352,1,2,56,failure,no
34,admin.,single,secondary,no,4447,H-,159,1,2,84,failure,no
32,management,divorced,tertiary,no,530,H-,118,1,1,60,failure,no
45,technician,divorced,tertiary,no,10768,H-,147,3,2,78,failure,no
28,technician,single,tertiary,no,4987,--,924,2,21,113,success,yes
35,management,married,tertiary,no,5367,--,80,1,1,92,failure,no
49,management,married,tertiary,no,5887,--,181,3,2,293,failure,yes
34,admin.,married,tertiary,no,21,-P,269,1,2,92,failure,no
35,technician,divorced,secondary,no,2823,H-,102,4,2,96,failure,no
54,management,married,tertiary,no,446,--,122,2,8,91,failure,no
29,technician,married,secondary,no,23,H-,163,1,2,55,failure,yes
34,unemployed,married,secondary,no,978,--,262,2,1,71,success,yes
32,self-employed,married,secondary,no,409,--,115,2,2,86,success,yes
42,blue-collar,married,secondary,no,2913,--,705,1,1,195,failure,yes
41,blue-collar,married,secondary,no,140,H-,96,1,2,125,failure,no
39,technician,married,tertiary,no,794,--,116,2,1,121,failure,no
